1500 steps, 10000 repititions, hazard 0.030000, tr 24
T_reduce	1000.000000	2000.000000	3000.000000	4000.000000	5000.000000	6000.000000	7000.000000	8000.000000	9000.000000	10000.000000	11000.000000
R1		42	41	36	33	39	39	42	42	33	36	39
R2		40	36	49	35	45	36	42	36	33	42	36
R3		41	38	33	37	48	45	45	45	36	33	42
R4		38	33	39	49	45	39	36	36	42	27	36
R5		34	39	31	41	33	39	36	48	33	30	42
R6		35	36	42	35	33	36	36	24	42	39	30
R7		39	31	43	27	42	33	39	39	39	42	39
R8		34	37	42	38	33	30	33	45	45	33	27
R9		37	47	39	33	39	42	30	42	45	36	42
R10		38	39	45	42	42	42	42	42	45	42	39
R11		41	36	38	40	36	39	42	42	39	39	33
R12		38	33	35	40	30	45	45	42	30	48	39
R13		41	35	36	36	51	48	42	30	48	39	36
R14		40	42	36	37	36	39	33	30	36	42	36
R15		40	45	36	47	36	39	39	36	39	33	42
R16		36	42	40	45	42	30	33	30	42	39	39
R17		38	36	49	38	39	30	39	45	33	42	42
R18		41	31	32	36	45	33	48	45	39	36	42
R19		36	41	40	43	45	42	45	27	33	39	42
R20		42	38	40	48	33	30	39	42	36	39	30
R21		35	48	36	28	45	48	39	30	45	36	39
R22		35	43	44	43	39	36	33	36	51	27	42
R23		36	39	43	29	42	45	42	33	39	39	36
R24		35	42	34	40	27	36	33	39	45	48	30
R25		38	45	31	41	39	39	33	48	33	54	42
R26		42	44	36	35	36	33	42	33	36	42	33
R27		41	39	41	38	39	30	42	33	42	30	45
R28		41	27	44	42	42	42	45	30	39	36	39
R29		36	39	44	38	39	45	33	45	33	42	36
R30		46	39	32	40	45	45	30	39	39	42	39
R31		38	34	27	35	45	51	21	30	39	36	39
R32		40	39	43	36	36	39	51	42	36	33	42
R33		45	32	42	40	36	39	39	33	42	30	42
R34		33	42	42	39	42	39	36	30	33	36	45
R35		35	43	32	45	30	42	42	33	36	45	39
R36		36	41	41	39	36	36	39	45	39	45	33
R37		42	41	36	46	39	45	39	45	42	42	33
R38		39	35	29	40	33	39	39	45	42	36	45
R39		39	43	37	43	48	36	42	33	39	30	39
R40		37	42	35	31	39	39	33	33	33	42	39
R41		34	39	45	36	36	45	45	39	33	36	36
R42		39	27	46	40	42	39	42	39	30	45	36
R43		41	31	49	40	36	36	45	39	33	42	36
R44		37	45	38	39	39	45	48	36	39	42	42
R45		39	43	32	38	36	45	36	42	36	36	42
R46		47	41	41	41	39	45	42	36	33	39	36
R47		35	45	44	36	42	54	42	42	39	36	39
R48		36	31	41	36	45	36	39	45	45	36	33
R49		42	38	33	42	36	42	39	42	36	30	39
R50		35	43	36	37	39	36	42	42	39	45	39
R51		40	39	39	48	45	48	21	24	42	48	36
R52		44	44	32	39	45	27	36	39	45	39	33
R53		35	29	38	36	48	42	39	42	42	48	33
R54		43	42	49	36	45	39	45	45	27	39	54
R55		37	36	44	38	39	42	36	39	42	30	42
R56		38	35	41	35	45	45	45	39	39	39	39
R57		34	38	35	48	42	51	45	45	36	42	42
R58		39	32	40	48	39	39	39	27	42	30	39
R59		34	36	45	48	36	42	42	42	39	45	39
R60		41	36	39	34	33	48	48	30	45	42	45
R61		35	38	46	23	42	45	42	33	39	36	45
R62		34	44	38	37	36	51	33	36	30	36	39
R63		32	43	45	35	42	51	33	33	45	42	39
R64		40	38	48	34	39	36	42	36	42	39	45
R65		39	38	30	42	45	42	36	27	42	42	42
R66		38	37	35	31	36	48	48	36	39	36	39
R67		43	44	49	40	36	36	42	39	39	36	33
R68		42	39	34	33	33	36	33	39	36	48	36
R69		40	36	32	35	48	51	45	33	45	33	39
R70		41	38	43	39	36	36	42	45	45	42	30
R71		35	44	37	35	42	33	39	45	42	36	45
R72		46	38	44	31	39	45	45	39	30	39	54
R73		34	50	28	41	57	39	48	39	45	24	36
R74		37	44	34	33	36	33	45	33	33	36	33
R75		28	36	31	31	39	39	36	48	33	39	39
R76		32	44	31	42	36	36	36	36	30	36	36
R77		39	37	34	38	42	36	42	45	36	39	33
R78		33	40	39	34	39	45	45	42	33	36	33
R79		40	49	31	51	36	45	30	33	45	42	30
R80		42	34	37	39	30	42	33	42	45	36	39
R81		37	43	39	34	39	45	42	39	36	36	45
R82		36	37	40	41	39	48	36	48	36	42	42
R83		39	41	35	42	39	39	42	42	33	51	33
R84		38	36	36	35	42	36	36	48	36	39	48
R85		37	33	33	46	45	42	45	39	36	39	39
R86		35	39	38	43	39	48	39	39	42	30	33
R87		38	37	40	44	39	39	33	36	33	36	30
R88		43	41	35	35	48	27	36	42	30	39	42
R89		40	47	31	43	33	33	33	48	48	42	36
R90		31	33	38	35	30	42	45	39	36	42	39
R91		39	41	30	45	33	36	39	42	42	30	42
R92		34	38	35	42	42	36	33	39	42	36	33
R93		41	45	44	37	39	30	45	39	45	42	33
R94		36	36	34	48	42	33	42	42	33	42	36
R95		34	43	36	42	48	45	45	36	39	33	45
R96		36	44	32	40	36	33	39	39	30	42	39
R97		43	34	41	36	45	33	33	30	39	45	33
R98		29	39	45	40	33	42	36	36	36	51	24
R99		30	37	39	40	42	42	36	39	36	42	39
R100		42	43	38	45	48	33	39	39	45	39	48
R101		41	32	40	40	45	36	27	45	39	42	39
R102		44	39	37	37	42	42	42	39	45	36	42
R103		38	33	31	29	39	42	42	42	45	36	48
R104		41	37	36	45	36	39	42	33	36	42	36
R105		33	40	43	39	39	39	42	36	36	45	42
R106		42	37	40	32	36	42	39	42	48	45	30
R107		27	44	35	45	39	39	36	42	33	39	36
R108		39	35	46	45	30	36	39	42	30	36	51
R109		43	37	29	43	36	36	42	45	27	45	33
R110		34	36	30	43	39	30	36	39	39	42	45
R111		33	33	39	31	36	39	48	45	36	36	33
R112		39	38	41	40	42	36	33	45	42	39	42
R113		43	42	37	36	45	42	30	39	45	48	48
