1500 steps, 10000 repititions, hazard 0.030000, tr 24
T_reduce	1000.000000	2000.000000	3000.000000	4000.000000	5000.000000	6000.000000	7000.000000	8000.000000	9000.000000	10000.000000	11000.000000
R1		44	37	36	42	31	41	40	17	46	35	51
R2		32	30	40	27	34	44	22	45	42	35	17
R3		39	31	50	38	36	39	29	43	48	34	35
R4		34	26	34	30	24	45	43	34	39	34	43
R5		40	46	44	29	42	32	44	38	48	42	44
R6		34	44	35	52	39	50	41	53	46	40	35
R7		27	39	38	41	54	37	44	31	40	57	25
R8		43	48	36	49	28	47	38	39	33	45	34
R9		34	39	40	37	36	36	16	29	41	52	27
R10		37	31	34	46	32	33	37	42	31	43	34
R11		39	42	43	48	36	27	34	36	38	33	44
R12		38	38	39	42	27	23	44	29	36	35	43
R13		38	38	46	32	37	35	50	43	34	25	33
R14		40	34	45	44	40	54	30	30	46	41	26
R15		30	47	36	51	36	32	29	30	34	33	33
R16		37	47	35	49	40	49	55	44	41	18	35
R17		33	38	38	36	33	31	43	37	32	34	44
R18		36	42	44	52	50	34	40	35	42	39	44
R19		43	38	30	30	37	49	41	37	48	24	35
R20		41	39	36	40	44	29	55	36	25	42	42
R21		39	49	28	47	43	49	15	31	35	49	34
R22		39	33	33	44	34	57	45	29	40	58	36
R23		32	33	46	40	13	22	40	40	25	41	17
R24		33	35	45	28	42	26	37	27	32	27	36
R25		38	40	36	37	44	27	48	52	23	57	34
R26		35	36	44	43	53	43	33	53	42	31	26
R27		34	37	36	41	38	55	45	45	31	25	24
R28		27	43	42	45	44	40	34	44	40	34	43
R29		33	18	33	50	31	26	32	51	39	18	53
R30		32	41	44	35	47	38	29	37	35	40	44
R31		37	37	42	36	47	31	40	46	40	26	35
R32		25	40	26	41	40	17	24	29	40	34	53
R33		37	29	41	42	40	33	29	27	32	32	17
R34		31	35	44	27	35	37	54	36	49	32	26
R35		32	30	36	34	33	38	30	25	41	42	44
R36		39	43	46	34	35	30	25	45	42	39	34
R37		42	44	36	42	30	51	34	54	51	34	27
R38		42	45	45	39	27	42	31	36	48	33	26
R39		38	38	46	39	37	46	42	27	48	51	44
R40		39	28	50	39	44	37	50	38	48	33	51
R41		34	47	44	36	15	26	36	23	40	51	26
R42		40	34	36	32	48	19	35	37	31	42	43
R43		36	40	46	47	41	28	36	37	16	42	24
R44		42	46	41	33	36	35	33	47	24	52	35
R45		36	43	27	27	26	34	35	46	31	50	44
R46		30	38	41	50	30	25	40	45	41	43	35
R47		37	30	32	36	39	37	48	35	34	48	42
R48		38	41	40	47	49	36	37	27	33	50	33
R49		42	36	41	51	33	51	28	40	31	43	42
R50		34	40	30	29	39	48	44	37	32	16	51
R51		39	38	41	39	43	48	49	33	36	42	35
R52		38	40	29	46	43	46	41	51	49	16	17
R53		39	36	35	26	40	42	30	35	22	49	7
R54		32	44	43	51	40	54	39	40	51	17	60
R55		31	33	45	32	42	39	46	37	39	41	17
R56		37	38	40	34	44	25	54	45	22	34	27
R57		38	43	29	39	34	40	43	28	50	42	44
R58		34	38	38	35	32	30	42	29	48	32	36
R59		34	41	43	35	53	30	34	40	42	34	34
R60		40	30	42	42	38	25	33	46	24	31	33
R61		37	37	46	46	35	39	40	37	42	33	34
R62		30	28	40	28	31	38	53	45	24	42	35
R63		35	45	37	34	42	30	37	46	48	43	36
R64		39	32	43	31	28	40	32	23	40	33	42
R65		39	35	49	33	48	49	33	45	39	35	52
R66		39	37	46	42	41	39	34	35	31	34	44
R67		39	28	38	35	27	38	49	42	26	40	36
R68		37	33	38	46	47	38	38	37	23	40	34
R69		37	43	36	44	38	39	37	49	31	30	9
R70		31	29	32	28	34	58	41	39	38	36	45
R71		40	42	26	52	40	23	47	39	9	36	45
R72		39	45	27	32	31	31	42	44	31	33	35
R73		44	41	32	38	37	10	33	37	55	33	25
R74		37	42	45	51	41	40	28	37	56	51	43
R75		36	43	31	29	45	35	46	36	38	42	51
R76		42	32	49	43	31	39	52	40	18	25	42
R77		36	33	48	42	27	44	50	29	41	42	34
R78		37	43	32	38	33	49	32	28	27	58	27
R79		32	43	33	41	39	29	42	44	24	33	18
R80		44	51	31	45	35	48	36	20	22	26	52
R81		34	40	46	38	34	32	45	38	40	35	34
R82		40	45	45	51	42	33	41	14	24	48	44
R83		35	35	41	35	35	39	31	15	34	51	18
R84		38	42	47	37	25	42	49	55	55	35	36
R85		33	39	43	33	38	41	33	51	32	41	43
R86		37	33	31	35	32	28	43	24	23	34	34
R87		37	35	43	28	37	42	36	43	22	33	42
R88		41	37	41	33	42	41	40	37	48	42	18
R89		30	31	37	39	29	30	31	43	40	43	51
R90		32	40	53	21	43	34	49	29	39	33	44
R91		33	35	43	35	47	16	46	24	33	48	44
R92		42	30	41	43	38	44	57	31	24	24	43
R93		33	35	40	33	44	25	43	33	34	22	33
R94		42	47	31	44	25	27	53	37	33	41	36
R95		36	31	39	44	50	37	45	40	33	25	9
R96		37	29	33	26	37	31	54	31	49	51	52
R97		42	40	30	43	28	40	40	44	34	31	34
R98		38	30	38	31	31	40	47	34	34	49	44
R99		39	47	44	29	35	32	41	31	39	17	36
R100		46	32	34	45	28	31	50	44	25	42	52
R101		40	45	37	45	32	40	41	44	33	15	51
R102		35	37	37	35	47	50	45	30	40	51	33
R103		43	47	33	41	49	47	48	30	19	50	43
R104		36	41	37	42	44	28	26	53	33	33	43
