500 steps, 10000 repititions, hazard 0.030000, tr 24
clutch size	1	2	3	4	5	6	7	8	9	10	11
R41		11	10	12	12	10	6	14	8	0	10	0
R42		14	12	12	12	15	12	14	16	18	0	0
R43		14	14	9	12	15	12	14	0	9	0	11
R44		14	14	15	8	15	12	7	16	18	10	11
R45		10	8	15	16	15	6	0	16	0	10	11
R46		10	14	9	12	15	12	14	16	9	10	11
R47		8	14	9	4	10	18	14	8	18	10	11
R48		14	12	12	8	10	18	14	16	0	10	11
R49		15	14	9	12	10	12	14	16	18	10	11
R50		11	10	12	12	15	0	7	16	18	10	11
R51		11	14	12	12	15	6	14	16	0	10	0
R52		14	12	12	12	10	6	7	16	18	10	11
R53		9	14	9	12	10	12	14	0	18	10	11
R54		9	8	12	12	10	6	14	16	18	10	0
R55		12	14	15	16	10	12	14	8	9	0	11
R56		14	14	9	16	5	12	7	16	9	10	11
R57		14	14	9	12	10	12	14	8	18	10	0
R58		9	12	9	12	15	6	14	8	9	10	11
R59		14	12	15	16	10	6	7	8	9	10	0
R60		12	12	12	16	15	18	14	16	0	10	0
R61		13	16	15	8	5	12	14	8	9	10	0
R62		14	14	15	8	15	12	7	16	18	10	0
R63		12	14	15	8	5	12	7	16	18	10	11
R64		12	10	15	8	10	12	14	8	0	0	11
R65		13	10	9	8	10	18	14	0	9	10	11
R66		10	12	12	8	5	18	14	8	18	10	11
R67		13	12	9	16	15	12	14	16	9	10	11
R68		15	16	15	12	10	6	7	8	9	0	11
R69		12	12	12	16	10	12	14	16	9	0	11
R70		12	12	12	12	10	18	7	16	18	10	11
R71		13	8	15	8	15	12	14	16	18	10	0
R72		14	12	12	12	5	12	7	8	18	10	0
R73		13	10	9	12	15	12	14	0	9	0	11
R74		13	12	15	16	10	6	14	8	18	0	11
R75		12	12	9	12	15	18	7	0	9	10	11
R76		13	12	15	16	5	18	7	16	18	0	11
R77		11	16	15	8	5	12	7	8	9	10	0
R78		12	12	12	16	10	6	14	16	18	10	0
R79		12	10	9	8	10	6	7	16	9	0	0
R80		13	6	12	12	10	12	14	8	9	10	0
R81		10	10	12	16	15	12	0	8	9	10	11
R82		14	18	9	8	5	12	14	8	9	10	11
R83		12	12	9	16	10	6	7	16	9	0	0
R84		11	16	15	8	10	6	14	16	9	10	0
R85		12	16	18	12	10	12	14	8	9	0	11
R86		14	12	12	12	10	12	7	16	18	10	0
R87		11	8	15	8	10	12	7	16	9	10	11
R88		14	10	9	16	5	6	14	16	0	10	11
R89		14	10	9	12	10	6	14	8	9	10	11
R90		14	12	15	16	15	18	14	8	9	0	11
R91		14	6	12	12	10	12	7	8	9	10	11
R92		12	12	15	8	10	12	14	8	0	0	0
R93		13	14	15	8	15	12	14	8	18	10	0
R94		10	16	12	8	10	6	14	8	9	10	0
R95		11	8	12	12	0	18	7	8	9	10	11
R96		9	16	12	8	10	6	14	16	9	10	11
R97		12	12	15	8	15	12	7	16	9	10	0
R98		10	18	12	12	15	12	14	8	0	0	0
R99		14	12	12	16	10	12	7	16	18	10	0
R100		16	16	18	4	10	6	14	16	18	10	11
R101		12	10	15	12	10	12	7	16	18	10	11
R102		12	10	9	16	5	12	14	16	9	10	0
R103		16	12	12	16	15	12	14	16	9	0	0
R104		11	14	12	12	15	18	14	16	18	10	11
R105		12	12	6	8	15	12	7	8	9	10	0
R106		14	10	12	16	15	12	14	8	18	10	11
R107		11	12	6	16	15	12	14	16	0	10	0
R108		10	12	12	8	10	12	7	16	18	10	11
R109		16	8	9	8	10	6	7	0	9	10	11
R110		14	14	18	16	10	12	14	8	9	10	11
R111		15	12	15	8	15	6	14	16	9	10	0
R112		15	14	12	8	5	12	14	8	9	0	0
R113		11	12	12	4	10	6	7	8	18	10	0
R114		11	10	9	16	15	6	14	0	9	0	0
R115		13	10	15	12	10	12	0	8	0	10	11
R116		13	12	15	16	15	12	7	8	9	0	11
R117		13	12	15	12	10	12	14	16	9	10	11
R118		14	14	12	12	5	12	14	16	9	10	11
R119		13	10	18	12	10	18	14	16	9	10	11
R120		13	12	15	12	15	6	7	8	18	10	11
R121		10	12	6	12	15	6	14	8	9	0	11
R122		12	14	6	16	5	6	14	16	9	10	0
R123		12	16	9	12	10	12	7	16	9	10	0
R124		12	12	12	12	5	12	14	16	18	0	11
R125		12	14	15	12	15	12	7	8	9	10	11
R126		13	10	6	16	15	18	7	16	0	10	11
R127		10	12	18	8	10	18	14	8	9	10	11
R128		12	14	12	12	15	12	7	16	0	10	0
R129		12	14	18	8	10	6	14	8	18	10	11
R130		12	14	9	12	10	12	7	16	18	10	11
R131		16	14	12	12	15	12	7	16	0	10	11
R132		12	10	18	16	10	12	7	16	9	10	11
R133		9	12	12	4	10	6	14	8	9	0	11
R134		12	16	9	12	15	12	7	16	0	10	0
R135		12	14	9	8	5	12	7	0	9	10	11
R136		13	16	15	16	15	6	14	8	18	0	11
R137		12	14	12	12	5	6	14	8	9	10	0
R138		12	12	15	12	10	12	14	8	0	10	11
R139		9	16	15	4	10	12	14	8	9	10	0
R140		14	12	12	12	15	6	7	16	9	10	11
R141		15	14	15	12	15	18	14	16	18	10	11
R142		11	12	15	16	15	12	14	0	18	10	0
R143		14	10	12	12	15	18	14	8	9	10	11
R144		12	12	12	16	10	12	7	0	9	10	0
R145		15	16	12	12	15	12	14	16	9	0	11
R146		10	14	15	8	10	12	0	8	9	10	11
R147		11	12	15	8	15	12	7	16	18	0	11
R148		11	12	9	12	10	12	7	16	9	10	11
R149		15	10	18	12	10	12	0	8	18	10	0
R150		13	12	12	12	15	6	14	8	0	10	11
R151		12	14	9	8	10	12	7	16	18	10	0
R152		11	8	9	16	10	0	14	8	0	10	11
R153		15	10	18	8	10	12	7	8	9	10	11
R154		14	12	12	12	15	12	7	8	9	0	11
R155		14	14	15	16	5	12	14	0	9	10	11
R156		11	8	9	16	10	12	14	8	9	10	0
R157		11	10	12	12	10	18	14	8	18	0	0
R158		13	8	15	8	15	6	7	16	0	10	11
R159		9	10	15	16	10	12	14	8	18	10	11
R160		11	14	9	8	10	18	7	16	9	10	0
R161		14	16	15	12	10	12	14	8	0	10	11
R162		11	6	15	12	15	6	7	8	9	10	11
R163		13	8	12	12	15	18	7	8	9	10	0
R164		14	10	15	12	15	12	14	8	9	10	11
R165		10	12	15	4	10	12	14	8	9	10	0
R166		13	12	15	16	10	12	7	16	9	10	11
R167		14	10	15	8	10	6	7	8	18	10	0
R168		10	10	15	12	15	12	0	16	18	10	11
R169		13	12	15	12	15	12	14	8	18	10	0
R170		11	12	15	8	10	18	14	8	9	10	11
R171		13	12	15	12	15	12	14	8	9	10	11
R172		10	16	6	12	15	18	14	8	9	10	11
R173		15	10	12	4	5	6	7	8	9	10	11
R174		10	14	12	12	15	18	14	16	9	10	0
R175		14	10	12	16	15	18	14	8	9	0	11
R176		12	14	9	8	15	12	7	0	18	10	0
R177		12	12	12	8	10	6	14	8	9	10	11
R178		10	6	6	16	10	12	14	8	9	10	11
R179		10	12	15	12	10	6	14	16	9	0	0
R180		13	12	18	8	10	12	7	8	9	0	11
R181		14	10	6	16	10	12	14	8	9	10	11
R182		11	14	15	12	10	6	14	8	9	10	11
R183		14	14	12	8	15	18	7	0	9	10	0
R184		11	14	9	16	5	12	14	16	9	10	11
R185		11	6	12	8	10	12	14	8	9	10	11
R186		10	14	9	8	15	6	7	8	9	10	11
R187		11	16	12	12	15	12	14	16	18	10	11
R188		10	12	12	8	0	12	7	0	9	10	0
R189		13	10	12	12	15	0	14	16	9	10	11
R190		12	14	15	8	15	12	7	16	18	10	0
R191		14	10	15	16	10	6	14	8	9	10	0
R192		13	12	15	8	10	12	14	16	9	10	0
R193		14	14	15	12	15	18	0	8	18	10	11
R194		15	12	9	12	10	12	14	8	0	10	0
R195		13	16	12	16	15	6	7	16	9	10	11
R196		15	12	6	12	10	6	14	8	9	10	11
R197		12	10	12	16	15	12	14	8	18	10	11
R198		12	10	12	8	15	6	7	8	9	0	0
R199		11	14	15	4	15	6	7	0	9	10	11
R200		9	12	15	16	0	12	14	0	9	10	0
R201		12	18	12	12	10	18	14	8	18	10	0
R202		15	12	12	16	10	18	14	8	9	10	0
R203		10	6	15	8	5	6	7	16	9	10	11
R204		12	14	12	12	15	0	14	16	9	0	11
R205		15	8	9	16	10	12	14	16	9	10	0
R206		14	14	9	16	15	6	7	8	9	10	11
R207		15	10	18	16	10	18	7	8	18	10	11
R208		10	14	6	12	10	12	7	8	9	10	11
R209		12	10	9	4	5	12	7	0	9	0	11
R210		16	12	12	12	10	18	14	8	9	10	11
R211		11	14	9	12	15	12	14	8	18	10	11
R212		13	12	12	8	15	12	7	0	9	10	11
R213		13	14	15	8	15	18	14	8	9	10	0
R214		10	12	12	8	15	12	7	8	9	10	11
R215		10	16	9	12	15	0	14	16	9	10	11
R216		9	10	15	16	10	12	0	8	9	10	0
R217		12	10	15	4	0	18	7	0	9	0	0
R218		13	12	9	8	15	12	14	8	9	0	11
R219		12	8	9	8	5	6	14	8	9	10	11
R220		11	8	9	8	10	12	7	16	9	10	0
R221		15	12	12	8	15	12	14	16	9	10	0
R222		7	14	9	16	10	18	14	16	9	10	0
R223		14	12	15	12	10	18	0	0	0	10	11
R224		11	10	12	8	10	6	14	16	18	0	11
R225		12	12	12	12	15	12	14	16	9	0	11
R226		13	10	12	12	15	12	14	16	18	10	11
R227		13	10	15	8	15	18	14	0	9	10	0
R228		16	14	9	8	5	6	7	16	18	10	11
R229		10	14	15	12	10	12	7	16	18	10	11
R230		11	14	6	8	10	12	14	8	18	10	0
R231		9	8	9	12	10	18	14	16	9	10	11
R232		10	12	15	12	10	12	14	16	9	10	11
R233		12	14	15	16	15	12	7	8	0	10	11
R234		12	14	12	12	15	12	7	8	18	0	11
R235		12	12	12	8	15	12	14	8	0	10	11
R236		14	10	15	8	15	0	7	16	18	10	0
R237		13	10	15	8	5	12	14	8	0	10	0
R238		11	8	9	12	15	18	7	16	9	10	0
R239		12	12	12	4	15	12	14	8	9	10	0
R240		12	12	12	8	10	6	14	8	9	10	11
R241		14	8	9	16	15	18	14	16	9	10	11
R242		9	12	12	4	10	12	7	8	9	10	11
R243		13	14	12	12	5	12	14	16	9	10	11
R244		14	14	9	12	15	18	7	8	9	10	11
R245		13	12	9	12	15	12	14	8	9	0	11
R246		12	10	6	16	10	12	14	16	18	0	0
R247		9	10	9	16	5	18	7	16	9	10	11
R248		11	10	9	12	15	6	7	8	0	10	0
R249		13	10	12	12	15	12	7	16	9	10	0
R250		11	10	6	4	5	6	14	8	18	10	11
R251		13	14	15	16	15	12	14	8	18	10	0
R252		13	14	6	12	5	0	14	8	9	10	0
R253		13	14	9	12	10	12	7	8	9	10	0
R254		13	16	15	4	15	18	14	16	9	10	0
R255		13	12	12	8	15	12	14	8	0	10	11
R256		11	8	12	4	15	12	7	16	9	10	11
R257		11	14	12	8	10	6	7	16	0	10	11
R258		12	14	15	16	10	12	14	8	9	10	0
R259		10	10	12	12	15	12	14	16	18	10	11
R260		11	14	12	12	0	6	7	16	9	10	11
R261		13	14	15	12	15	12	14	16	9	10	11
R262		12	10	18	12	15	12	7	16	18	0	11
R263		14	14	12	16	15	18	7	16	0	0	11
R264		12	10	9	4	10	18	7	8	0	10	0
R265		12	10	6	12	15	18	7	8	18	10	11
R266		15	6	15	12	10	18	14	16	18	10	11
R267		9	12	6	4	10	18	14	8	18	10	11
R268		13	14	15	16	10	12	14	8	0	10	11
R269		14	14	15	12	15	18	14	0	18	10	0
R270		13	12	9	12	15	12	14	16	9	10	11
R271		12	16	12	12	15	6	14	0	9	10	0
R272		14	14	12	12	5	0	14	16	18	0	11
R273		11	12	9	8	15	12	14	0	0	0	11
R274		9	10	12	12	15	12	14	16	9	0	11
R275		12	16	6	4	15	12	14	16	18	10	11
R276		12	10	3	12	5	12	14	16	9	0	11
R277		10	14	9	8	10	12	7	8	18	10	0
R278		12	14	15	8	15	12	14	8	9	10	11
R279		11	8	15	12	15	6	0	16	9	0	0
R280		11	16	12	16	15	12	14	8	9	10	11
R281		12	12	12	16	15	12	7	16	9	10	11
R282		14	14	15	16	15	12	14	8	18	10	11
R283		14	14	9	12	15	12	7	8	9	0	0
R284		13	12	12	16	10	12	14	8	9	0	11
R285		12	12	12	8	15	6	7	16	9	10	11
R286		15	10	15	8	15	12	14	8	18	10	11
R287		10	12	12	16	10	6	7	8	0	10	11
R288		14	14	12	16	5	6	14	8	18	10	11
R289		12	12	18	16	15	0	14	8	9	10	11
R290		11	12	12	12	15	6	7	8	18	10	11
R291		9	6	12	16	10	18	14	16	18	10	11
R292		11	12	12	8	5	12	7	16	9	10	11
R293		9	16	9	8	10	12	14	8	9	10	11
R294		11	10	9	16	10	12	7	16	9	0	0
R295		13	6	15	16	10	6	14	8	9	10	11
R296		10	10	15	8	15	6	14	0	9	0	11
R297		12	8	15	12	15	12	0	8	9	10	11
R298		9	12	9	8	10	6	7	0	9	0	11
R299		13	10	12	8	10	12	7	8	9	10	0
R300		14	10	9	16	10	12	14	16	0	10	11
R301		12	10	9	16	10	6	14	16	18	10	11
R302		13	10	15	12	15	18	7	16	9	10	11
R303		13	14	15	12	10	6	7	16	18	0	11
R304		13	14	9	16	5	18	14	8	0	10	11
R305		13	14	15	12	10	12	0	8	18	10	11
R306		13	12	15	12	15	18	7	8	9	0	11
R307		8	10	12	12	15	18	0	8	0	10	11
R308		12	12	18	12	10	6	14	16	18	10	0
R309		13	12	12	12	10	18	7	8	18	10	11
R310		12	14	6	16	15	18	14	0	0	10	0
R311		13	14	15	12	10	6	7	8	9	10	11
R312		10	14	9	12	15	18	0	8	9	10	11
R313		7	14	9	4	5	18	7	8	9	10	11
R314		10	10	12	12	15	12	7	16	0	10	11
R315		14	14	15	12	15	12	14	0	9	0	11
R316		13	16	12	8	10	12	14	16	9	10	11
R317		12	10	9	12	15	6	14	8	18	10	11
R318		12	14	15	16	5	6	14	16	9	0	11
R319		9	12	18	8	5	12	7	8	9	10	11
R320		15	18	15	8	15	12	7	16	18	10	11
R321		12	12	12	12	15	6	14	8	9	10	11
R322		12	12	15	16	10	6	7	16	9	10	11
R323		12	12	12	12	10	6	7	8	9	10	11
R324		12	12	12	12	10	18	14	16	9	10	11
R325		12	12	12	12	10	12	14	16	18	10	0
R326		14	6	12	12	10	12	7	16	18	10	0
R327		9	12	12	16	15	18	7	8	18	10	0
R328		11	14	15	16	10	12	7	8	0	10	11
R329		16	10	15	12	15	12	14	16	18	0	11
R330		11	14	15	8	10	6	14	8	18	10	0
R331		13	10	9	12	15	12	7	16	18	10	0
R332		8	14	12	16	15	12	14	8	18	0	11
R333		13	6	12	12	15	6	7	8	9	10	0
R334		7	16	12	12	5	6	7	0	9	10	11
R335		11	14	12	16	15	6	14	16	9	0	11
R336		11	12	12	4	15	6	14	16	9	10	0
R337		10	8	12	4	15	6	14	16	9	0	11
R338		10	14	12	12	15	18	14	8	18	0	11
R339		13	14	9	8	0	18	7	16	9	0	11
R340		15	10	15	8	10	12	14	8	9	10	11
R341		15	10	15	16	15	12	7	16	0	10	11
R342		13	12	15	16	15	12	7	16	0	10	11
R343		13	14	9	4	15	18	7	8	0	0	11
R344		14	14	9	8	5	0	14	8	18	10	11
R345		12	12	6	16	10	12	14	8	9	10	0
R346		13	10	9	16	10	6	7	8	9	10	11
R347		12	10	18	16	15	12	14	8	18	10	11
R348		11	12	12	16	10	6	0	8	18	0	11
R349		14	14	12	8	15	18	0	16	18	10	11
R350		12	16	15	8	10	12	14	8	9	10	11
R351		12	16	6	16	15	12	14	8	18	10	0
R352		14	10	15	16	15	12	7	8	18	10	11
R353		11	14	12	16	5	18	7	8	18	10	11
R354		11	8	9	8	15	12	7	8	18	10	11
R355		16	12	9	12	10	6	7	16	9	0	11
R356		13	16	9	8	15	12	7	16	9	10	11
R357		10	12	15	12	10	0	7	16	18	10	11
R358		15	16	9	12	15	12	7	8	9	10	0
R359		11	16	12	12	15	12	7	8	18	10	11
R360		12	10	15	8	10	0	7	16	9	10	11
R361		15	8	12	16	15	12	14	16	9	0	11
R362		11	12	15	16	10	12	14	8	0	10	11
R363		13	12	12	4	10	12	0	16	9	0	0
R364		12	8	9	12	5	6	14	8	18	10	11
R365		14	14	15	12	5	18	14	16	9	10	11
R366		8	6	9	12	15	12	14	16	0	10	11
R367		14	10	15	12	15	12	14	8	9	10	11
R368		10	12	6	4	15	6	14	16	9	10	11
R369		13	8	12	12	10	12	14	16	9	0	0
R370		14	14	12	12	15	12	7	8	9	0	0
R371		13	12	12	8	10	12	14	8	9	10	11
R372		13	12	9	12	15	18	7	8	0	10	11
R373		15	12	12	12	10	6	14	16	9	10	11
R374		14	8	9	8	10	12	7	8	9	0	0
R375		15	14	12	12	15	12	14	8	18	10	11
R376		10	10	18	12	15	12	14	0	0	10	11
R377		13	12	12	12	5	18	14	8	18	10	0
R378		12	16	15	12	15	18	14	8	9	10	11
R379		12	14	6	12	15	6	14	8	9	10	11
R380		10	10	15	12	10	12	14	8	0	10	0
R381		12	12	15	12	10	12	7	16	9	10	11
R382		11	10	18	12	15	12	7	16	18	0	11
R383		11	14	12	8	15	0	14	16	9	10	0
R384		11	14	15	8	5	18	0	8	9	10	11
R385		11	14	12	8	15	12	14	0	0	10	11
R386		10	10	18	12	15	12	14	0	9	10	0
R387		12	16	12	16	5	6	14	16	9	0	0
R388		9	12	15	12	10	6	14	8	9	10	11
R389		10	12	15	12	15	12	7	0	9	10	11
R390		13	14	12	8	15	18	14	0	0	10	11
R391		17	14	15	16	15	12	7	8	18	10	0
R392		10	12	15	8	10	12	7	16	9	10	11
R393		9	14	12	16	5	6	14	16	0	10	0
R394		12	12	9	8	10	18	14	16	9	10	11
R395		11	16	15	0	10	12	14	8	18	10	11
R396		12	12	15	12	10	12	7	8	0	10	0
R397		13	8	9	8	10	6	7	0	18	0	11
R398		9	14	9	12	10	18	7	8	9	10	0
R399		11	14	12	0	15	12	14	0	9	10	11
R400		13	16	6	12	10	12	14	8	9	10	0
R401		15	12	6	12	15	12	14	8	9	10	11
R402		10	10	12	12	10	6	14	16	0	0	11
R403		13	12	12	12	15	12	14	8	0	10	11
R404		13	14	15	8	15	6	14	8	18	10	11
R405		11	12	15	12	10	12	7	0	0	0	11
R406		12	12	15	8	10	12	7	8	18	10	11
R407		14	12	15	8	15	18	0	8	9	10	0
R408		12	14	15	12	5	12	7	16	18	0	11
R409		15	18	15	12	15	12	14	8	9	10	11
R410		13	14	12	12	10	6	14	8	9	0	11
R411		16	16	12	12	10	12	14	16	9	10	0
R412		13	10	9	12	10	12	7	16	18	10	11
R413		11	12	15	12	15	12	14	16	9	10	11
R414		12	8	12	16	15	12	14	8	18	0	11
R415		11	14	9	12	10	18	14	8	9	10	11
R416		12	16	15	16	15	18	14	8	18	10	11
R417		10	10	12	12	5	12	7	16	18	10	11
R418		11	14	6	8	15	18	7	8	9	10	11
R419		13	14	9	8	10	12	0	8	0	10	11
R420		12	12	12	12	5	18	7	8	18	10	0
R421		11	12	12	8	5	12	14	8	9	10	11
R422		13	12	15	8	10	6	14	8	9	10	11
R423		12	12	12	8	15	6	14	8	9	10	0
R424		12	12	15	12	15	6	14	16	0	0	11
R425		9	10	15	8	10	12	14	16	9	10	11
R426		11	6	12	12	10	18	14	16	18	10	11
R427		14	16	12	16	10	12	14	8	9	10	11
R428		11	6	9	16	10	12	14	8	9	10	0
R429		11	14	12	12	10	12	14	8	9	10	11
R430		11	14	9	8	15	12	14	16	9	10	11
R431		11	14	9	8	15	6	0	8	9	0	0
R432		11	8	15	16	0	12	14	8	0	10	11
R433		12	10	9	4	10	18	7	8	18	0	11
R434		12	14	15	4	15	6	7	8	18	10	11
R435		14	12	6	12	15	12	7	16	9	0	11
R436		12	10	12	8	10	12	14	0	9	10	11
R437		10	12	18	12	10	12	7	8	9	10	11
R438		10	12	15	16	15	18	14	16	18	10	0
R439		14	12	15	16	10	12	14	8	9	0	0
R440		13	12	12	16	10	12	7	8	9	10	0
R441		11	16	12	16	10	12	14	8	18	10	0
R442		12	16	15	8	5	18	14	8	9	10	11
R443		12	10	9	8	10	6	14	8	9	10	0
R444		10	14	9	12	15	12	14	16	9	10	11
R445		13	10	15	8	10	6	7	0	9	10	0
R446		11	12	15	8	15	6	14	16	9	10	11
R447		12	10	9	12	15	6	14	8	18	10	11
R448		13	14	9	8	10	6	7	16	18	10	0
R449		9	16	9	12	15	0	7	8	9	10	11
R450		10	18	18	12	10	6	7	8	9	0	11
R451		13	16	15	16	10	0	14	16	18	10	11
R452		11	12	6	12	15	18	14	8	9	10	11
R453		8	14	12	16	10	6	14	8	9	0	0
R454		10	10	12	16	10	12	7	8	18	10	0
R455		10	14	6	12	5	12	7	16	9	10	0
R456		12	10	15	8	15	18	0	16	18	0	0
R457		13	12	9	12	5	12	7	0	9	0	0
R458		10	16	12	12	10	12	14	8	18	10	11
R459		12	10	3	16	10	6	7	8	9	10	11
R460		13	12	12	12	15	6	7	16	9	10	11
R461		10	10	9	4	10	12	7	0	9	10	0
R462		14	10	9	12	10	12	14	0	18	0	11
R463		10	10	18	16	5	6	14	8	18	10	0
R464		10	14	12	12	15	12	14	16	18	10	11
R465		12	18	15	16	5	18	14	8	9	0	11
R466		13	12	9	16	10	12	14	8	18	10	0
R467		14	12	15	16	10	12	14	8	9	0	11
R468		13	12	15	12	15	6	7	16	9	0	11
R469		11	14	12	12	10	6	14	16	9	10	11
R470		14	10	3	8	5	12	14	0	9	0	11
R471		15	10	15	8	10	12	14	16	18	10	11
R472		8	12	0	8	15	12	7	16	9	10	11
R473		12	14	12	12	5	6	7	8	0	10	11
R474		12	12	9	16	15	12	14	8	9	10	11
R475		12	10	9	16	10	6	14	16	0	10	0
R476		9	12	15	4	10	18	14	8	0	10	11
R477		13	14	12	12	10	12	7	16	0	10	0
R478		12	12	12	12	15	18	14	0	9	10	11
R479		10	14	15	16	10	18	14	0	9	10	11
R480		14	14	12	12	15	12	14	16	18	10	11
R481		13	10	9	16	15	12	14	8	9	10	11
R482		14	12	12	16	10	12	7	8	9	10	0
R483		13	12	9	8	10	18	14	16	9	0	0
R484		14	14	9	16	15	6	14	16	18	10	11
R485		14	10	15	12	10	12	14	8	18	10	11
R486		14	14	12	12	10	6	7	8	0	10	11
R487		14	10	12	12	10	12	14	8	18	10	11
R488		11	10	12	12	15	6	0	8	9	10	0
R489		12	16	12	16	10	12	7	8	9	10	11
R490		13	14	12	8	10	6	7	16	9	10	11
R491		16	10	12	0	15	12	7	8	0	10	11
R492		10	16	18	12	15	12	14	16	9	10	0
R493		11	8	9	16	10	6	7	16	18	0	11
R494		12	14	12	16	10	18	14	16	0	10	0
R495		11	10	12	8	15	18	7	8	9	10	11
R496		11	14	9	12	10	12	14	16	0	10	0
R497		11	12	6	16	10	6	14	8	9	10	11
R498		11	16	15	12	10	12	7	16	0	10	11
R499		11	10	15	16	10	12	14	16	18	10	0
R500		11	12	12	12	10	12	7	16	18	0	11
R501		13	12	6	16	10	6	14	16	9	10	11
R502		12	14	15	12	10	6	14	16	0	10	11
R503		12	10	12	16	15	6	14	8	9	10	11
R504		13	10	15	12	15	12	7	8	18	10	11
R505		10	14	15	8	10	12	14	8	18	10	0
R506		13	12	15	12	10	6	14	16	9	10	0
R507		12	10	9	12	10	12	14	16	9	0	11
R508		12	12	12	12	10	12	14	8	0	10	11
R509		11	14	12	12	10	6	14	16	9	10	11
R510		14	12	15	12	15	12	14	8	9	10	11
R511		13	14	12	12	10	12	14	16	0	10	0
R512		15	12	9	8	10	12	7	0	18	10	0
R513		9	10	18	12	15	18	7	16	18	10	11
R514		14	12	6	12	15	18	0	8	18	10	11
R515		8	14	9	16	15	6	14	16	18	10	0
R516		9	10	18	16	5	6	14	8	9	10	11
R517		13	14	12	12	10	12	14	8	9	10	0
R518		9	10	12	8	10	18	14	8	18	10	0
R519		10	12	12	8	15	6	14	16	0	10	0
R520		13	12	12	16	15	6	14	0	9	10	11
R521		12	12	15	16	15	12	7	8	9	10	0
R522		12	16	15	12	15	12	7	16	18	10	11
R523		11	8	12	12	15	12	14	8	9	10	11
R524		12	12	12	12	5	12	14	8	9	10	11
R525		12	10	9	8	15	12	7	16	18	10	0
R526		10	12	18	8	15	6	14	8	18	0	11
R527		12	8	12	12	15	12	0	16	9	10	11
R528		14	10	15	12	15	6	7	16	9	10	11
R529		13	10	12	12	15	6	14	8	9	0	11
R530		13	14	6	8	10	12	7	16	9	10	11
R531		11	14	6	16	5	12	7	8	9	0	0
R532		13	12	9	12	15	12	14	8	9	0	0
R533		12	14	9	12	15	12	0	16	0	10	0
R534		12	12	15	12	5	12	14	16	18	0	11
R535		11	12	9	12	10	18	7	16	9	10	11
R536		8	14	12	12	10	6	14	8	9	10	0
R537		13	16	9	12	15	12	7	0	9	10	11
R538		9	14	9	12	15	12	0	8	18	10	0
R539		13	16	9	16	15	6	7	16	9	10	11
R540		11	12	12	16	15	6	7	8	18	10	0
R541		12	16	12	16	15	12	7	8	18	10	11
R542		12	12	15	8	10	6	14	8	9	10	11
R543		11	12	15	16	15	12	7	8	9	10	11
R544		14	14	6	12	10	12	14	8	9	10	11
R545		14	16	12	8	15	12	14	16	18	10	0
R546		12	10	9	12	10	12	7	8	9	10	11
R547		16	16	12	12	15	6	7	8	9	10	11
R548		13	14	12	12	10	12	7	8	9	10	0
R549		10	12	18	12	5	6	7	16	9	10	11
R550		12	14	12	12	10	0	14	16	0	10	0
R551		11	12	12	12	10	12	7	8	0	10	11
R552		14	10	18	16	10	12	14	16	18	10	11
R553		15	6	6	16	15	12	14	16	18	10	11
R554		14	10	15	12	15	12	7	0	18	10	11
R555		13	8	15	16	15	12	14	8	9	10	11
