1500 steps, 10000 repititions, hazard 0.030000, tr 24
clutch size	1	2	3	4	5	6	7	8	9	10	11
R101		46	48	48	48	45	42	28	32	27	20	44
R102		36	32	33	40	45	42	42	48	45	40	33
R103		39	40	33	40	40	36	42	48	27	50	33
R104		32	44	39	44	40	36	35	40	45	40	22
R105		35	44	36	24	40	42	49	24	45	50	22
R106		35	40	36	36	45	30	42	48	45	40	44
R107		32	40	45	36	35	36	42	48	36	40	33
R108		38	32	42	44	35	24	49	40	36	50	33
R109		38	38	33	32	30	42	42	56	54	50	22
R110		39	40	33	24	35	30	42	40	36	30	55
R111		41	42	45	32	35	48	42	16	27	50	44
R112		35	44	45	28	30	36	35	32	36	30	44
R113		35	38	39	44	40	48	35	32	36	30	44
R114		39	42	42	40	45	42	35	40	45	30	33
R115		39	38	42	40	50	42	42	32	36	60	33
R116		33	42	39	40	25	36	49	32	36	40	44
R117		35	46	39	36	40	48	35	32	45	50	44
R118		43	34	30	40	35	24	35	24	45	20	22
R119		39	36	42	40	35	36	35	48	27	50	44
R120		30	38	39	44	40	36	35	32	45	40	33
R121		36	40	39	44	40	42	42	40	36	30	33
R122		41	42	39	28	45	36	49	40	27	30	33
R123		41	44	39	44	45	48	35	48	36	30	22
R124		37	40	45	40	40	42	49	32	45	20	44
R125		42	50	39	32	35	42	42	32	27	40	44
R126		42	40	42	44	25	42	42	40	54	20	44
R127		40	42	33	48	30	42	35	40	36	50	33
R128		35	46	39	32	45	48	35	40	36	40	33
R129		44	30	42	36	50	30	28	40	18	50	33
R130		36	42	45	40	40	36	42	40	36	50	33
R131		37	34	39	36	50	36	49	48	27	40	44
R132		34	42	36	36	40	30	28	48	36	30	44
R133		40	40	48	36	35	48	49	48	45	60	44
R134		31	42	42	40	35	36	35	48	36	60	44
R135		40	34	39	32	30	42	21	40	45	40	22
R136		34	40	42	36	35	30	42	56	54	30	33
R137		37	38	33	44	55	36	49	40	36	40	22
R138		41	36	42	48	45	48	28	32	45	30	11
R139		38	38	36	28	40	42	35	40	54	30	33
R140		39	42	33	28	30	42	35	16	54	30	44
R141		35	38	42	40	20	36	28	40	36	30	33
R142		41	42	42	36	30	36	49	40	36	30	33
R143		36	38	45	40	45	36	42	48	45	50	44
R144		41	48	42	36	35	42	28	40	27	40	33
R145		43	36	39	40	30	48	49	40	45	20	44
R146		40	40	30	40	45	36	28	40	36	50	33
R147		42	34	27	52	20	36	35	40	45	40	33
R148		40	34	39	40	40	30	49	40	45	60	33
R149		41	36	42	36	35	36	56	40	54	40	33
R150		38	42	39	36	35	36	35	40	36	30	33
R151		42	36	45	40	40	54	42	32	36	30	44
R152		38	40	36	28	30	36	28	40	45	50	22
R153		39	28	30	40	35	30	28	40	27	50	33
R154		44	40	45	40	45	36	49	32	54	40	44
R155		39	42	48	36	35	30	28	40	54	40	33
R156		37	38	36	40	35	36	42	40	36	50	22
R157		38	36	42	40	40	36	35	48	36	30	22
R158		44	38	51	48	45	48	42	40	36	40	33
R159		35	42	33	40	40	24	42	48	27	40	33
R160		36	42	42	44	45	48	49	40	45	50	33
R161		39	36	42	40	35	36	35	48	36	40	44
R162		44	42	42	40	20	42	21	48	18	50	33
R163		36	38	39	44	40	42	42	48	54	30	22
R164		32	40	51	24	50	42	49	48	45	40	55
R165		37	38	36	44	30	48	42	48	45	40	44
R166		34	40	48	24	50	48	35	40	27	30	44
R167		42	38	39	44	30	42	49	40	54	30	33
R168		39	46	39	48	40	36	49	24	54	40	33
R169		36	38	48	32	40	36	35	40	54	50	22
R170		40	36	33	32	40	36	42	40	27	40	33
R171		40	34	33	44	35	30	42	48	45	40	11
R172		38	36	45	36	35	36	42	32	27	10	44
R173		40	34	39	44	40	48	49	32	36	40	33
R174		44	44	36	32	35	30	28	40	45	30	22
R175		39	30	36	40	35	48	28	48	45	40	44
R176		31	40	42	44	30	36	42	56	45	50	44
R177		37	42	42	32	35	48	42	40	45	40	33
R178		35	38	42	36	40	48	42	24	45	40	33
R179		33	32	36	32	25	36	35	40	45	30	44
R180		44	44	42	40	40	42	28	40	36	30	22
R181		36	30	48	44	30	42	42	24	36	40	33
R182		37	32	42	32	45	36	35	32	54	40	33
R183		33	38	36	44	30	42	28	48	45	40	44
R184		36	36	33	40	25	24	28	32	36	40	22
R185		41	36	45	36	50	36	35	32	27	50	55
R186		37	44	45	44	30	48	35	32	36	30	33
R187		39	38	42	36	35	42	42	48	54	40	33
R188		35	38	39	48	30	48	35	40	36	50	33
R189		42	40	39	36	30	24	21	40	36	40	44
R190		42	30	36	44	35	42	49	24	27	40	33
R191		41	42	39	48	30	48	49	48	36	30	44
R192		36	38	48	32	35	36	35	48	18	30	11
R193		37	36	45	48	35	36	42	24	45	30	22
R194		42	38	42	40	50	36	35	24	54	40	44
R195		36	44	45	32	30	30	42	48	36	50	33
R196		39	38	30	40	45	36	35	24	36	50	33
R197		40	44	48	44	20	36	56	24	36	30	33
R198		40	40	36	24	45	36	49	24	54	30	33
R199		40	40	36	36	40	36	35	40	27	40	55
R200		34	36	48	36	35	36	35	32	18	60	22
R201		39	50	42	28	50	36	35	48	36	50	44
R202		40	42	33	40	35	36	28	40	45	40	44
R203		39	42	39	40	40	30	42	32	36	50	33
R204		36	40	39	32	30	48	28	24	27	40	33
R205		36	38	42	40	40	54	35	40	27	40	22
R206		43	42	42	40	35	42	49	40	36	60	33
R207		34	40	36	48	30	42	35	24	54	30	44
R208		44	46	39	36	25	36	42	32	36	20	33
R209		43	42	48	44	30	54	49	40	36	50	44
R210		40	40	48	40	30	36	49	48	54	40	33
R211		33	34	45	32	40	30	49	56	45	50	33
R212		35	38	39	40	25	36	42	56	54	30	33
R213		27	32	42	28	50	42	35	48	36	50	33
R214		37	40	36	36	45	18	35	24	45	40	33
R215		43	42	39	36	45	18	35	48	45	40	44
R216		39	46	42	40	45	42	42	24	18	40	44
R217		39	38	36	28	45	42	49	40	36	30	44
R218		38	40	42	36	25	42	35	40	36	30	33
R219		34	28	33	36	40	42	42	40	36	40	44
R220		37	42	42	36	40	36	49	48	27	30	22
R221		35	36	33	40	40	42	28	48	45	50	22
R222		39	34	36	40	35	48	35	24	36	50	55
R223		37	42	42	36	35	42	56	48	36	40	11
R224		39	40	36	40	30	36	28	48	36	40	44
R225		39	44	42	36	45	48	49	40	45	50	33
R226		37	46	39	32	50	36	28	40	18	40	33
R227		37	36	27	44	30	36	28	40	27	30	33
R228		41	34	39	44	35	36	42	32	54	30	22
R229		37	44	45	40	40	42	28	40	54	40	11
R230		39	42	45	36	40	42	35	40	45	20	22
R231		39	42	48	40	50	36	35	48	27	50	44
R232		42	44	30	36	25	36	49	48	45	40	33
R233		42	40	33	44	45	30	21	40	36	30	44
R234		37	32	39	44	30	36	42	40	36	30	44
R235		39	38	27	32	40	48	42	40	36	50	44
R236		36	34	33	28	45	42	35	32	36	40	33
R237		44	40	39	44	55	36	28	40	45	40	44
R238		40	40	36	40	45	42	42	40	54	30	33
R239		44	40	39	44	40	36	28	32	54	50	33
R240		36	42	45	36	35	48	35	40	27	40	33
R241		38	46	39	40	30	36	42	24	27	40	33
R242		41	40	45	40	40	42	21	40	45	30	11
R243		39	38	39	36	25	36	35	32	27	40	33
R244		42	44	42	32	55	36	35	32	45	20	33
R245		38	36	42	48	45	48	42	48	36	50	33
R246		39	42	48	36	50	42	56	40	18	30	22
R247		35	34	39	40	35	36	28	32	36	40	22
R248		34	40	42	44	35	54	28	40	27	30	33
R249		38	40	39	24	30	42	35	32	36	40	33
R250		41	46	39	36	45	30	28	40	36	40	22
R251		41	40	39	36	25	36	42	48	27	20	44
R252		39	36	42	44	35	42	49	24	54	30	33
R253		36	40	42	40	45	24	35	48	36	40	22
R254		43	46	36	24	40	48	42	24	27	40	33
R255		46	48	48	28	35	30	49	48	36	50	33
R256		37	46	42	44	40	18	42	48	45	30	22
R257		38	36	42	48	50	54	35	40	18	50	44
R258		43	44	39	44	35	42	42	48	36	40	33
R259		32	42	45	44	35	48	42	40	45	40	11
R260		39	40	45	40	40	30	28	40	45	30	33
R261		38	38	45	44	45	54	35	40	45	30	44
R262		39	34	45	44	45	36	42	32	18	30	44
R263		40	36	45	44	40	42	28	24	27	60	22
R264		42	46	33	40	35	54	42	40	36	40	44
R265		40	42	39	40	35	48	42	32	36	40	44
R266		35	42	36	40	45	42	28	32	36	40	22
R267		41	30	33	36	45	48	35	56	27	30	33
R268		40	46	45	44	50	42	49	32	18	50	22
R269		40	40	48	40	30	24	42	32	45	40	44
R270		38	40	48	36	40	42	49	32	45	30	33
R271		31	42	48	40	40	12	42	32	45	30	22
R272		37	32	33	40	50	48	21	56	45	20	22
R273		33	44	30	48	40	36	28	56	36	30	33
R274		34	38	42	44	40	42	42	40	45	30	22
R275		37	38	39	40	30	24	35	40	36	40	33
R276		40	42	48	36	35	36	21	32	27	40	33
R277		33	44	39	32	30	48	28	40	45	30	22
R278		36	38	36	44	45	54	42	32	27	40	33
R279		41	42	42	36	30	36	35	24	36	40	44
R280		40	42	42	44	45	24	42	32	45	50	44
R281		39	40	42	24	45	24	42	48	27	30	44
R282		37	34	45	40	40	48	28	32	27	30	33
R283		37	38	39	32	35	42	35	40	36	20	33
R284		31	44	48	32	40	24	42	48	45	30	55
R285		39	34	51	44	45	42	42	32	36	40	44
R286		43	50	42	32	50	30	42	48	36	50	44
R287		37	38	45	44	30	30	42	40	36	30	55
R288		42	42	42	40	50	42	42	40	36	30	33
R289		42	30	39	32	55	42	42	32	45	20	33
R290		41	34	39	16	35	30	35	56	54	40	11
R291		38	46	36	40	30	42	42	40	36	40	33
R292		41	44	39	32	50	48	14	40	27	50	22
R293		44	38	48	40	40	48	35	40	18	30	22
R294		37	36	39	36	35	48	35	32	45	40	33
R295		39	40	42	40	45	48	35	40	36	60	44
R296		37	36	45	40	50	30	21	40	45	40	33
R297		40	38	42	44	35	42	35	40	45	40	44
R298		39	38	42	40	45	24	28	48	45	40	33
R299		37	40	51	40	35	30	56	24	36	20	22
R300		39	22	39	48	50	42	42	32	45	20	22
R301		47	40	33	40	35	42	35	40	45	50	44
R302		43	36	45	48	35	36	42	32	45	40	33
R303		35	44	39	40	20	48	35	40	45	40	22
R304		42	42	36	48	45	24	35	32	45	40	33
R305		41	44	39	44	50	18	35	32	45	40	44
R306		37	46	42	40	35	36	49	48	36	30	22
R307		34	36	39	44	35	42	42	48	45	50	44
R308		38	42	33	52	40	42	35	48	36	40	22
R309		35	40	39	44	45	42	35	40	36	30	22
R310		38	40	33	40	40	36	49	40	45	50	33
R311		36	38	45	44	20	36	35	24	45	30	22
R312		39	32	36	40	45	54	35	48	45	30	33
R313		39	38	39	36	40	30	49	40	45	40	33
R314		37	34	42	28	35	48	49	40	36	40	22
R315		35	46	39	40	40	18	35	48	45	30	33
R316		38	42	39	36	50	24	42	40	54	40	44
R317		30	32	48	40	40	42	49	40	36	30	33
R318		36	38	42	32	45	30	21	32	45	40	22
R319		41	48	42	32	40	24	28	24	27	20	33
R320		39	34	39	40	40	36	42	40	45	40	33
R321		41	34	39	36	35	42	42	32	36	50	33
R322		42	38	33	32	40	42	35	48	45	30	33
R323		37	28	36	36	40	36	49	24	27	30	44
R324		39	48	39	40	35	42	35	40	36	40	22
R325		41	38	30	48	40	42	49	48	36	50	33
R326		34	36	45	28	45	42	49	40	27	30	33
R327		42	40	54	32	50	42	49	48	36	50	44
R328		37	46	39	44	55	42	56	24	36	30	33
R329		38	44	42	40	40	36	42	48	36	40	44
R330		42	36	33	44	45	30	49	40	36	50	44
R331		36	46	39	24	35	36	28	40	45	50	33
R332		43	36	48	48	25	36	28	40	18	40	44
R333		41	44	33	32	45	42	35	40	54	40	33
R334		37	26	45	44	35	24	42	40	36	50	33
R335		39	36	33	28	35	42	28	40	45	30	33
R336		43	36	36	28	45	48	35	24	27	40	44
R337		33	42	39	44	35	24	49	48	27	40	33
R338		38	42	27	32	50	30	35	48	36	50	33
R339		30	46	39	44	45	36	42	24	27	40	22
R340		38	32	39	28	30	36	49	32	45	40	33
R341		34	40	27	36	45	42	42	40	18	40	44
R342		40	42	36	36	50	30	35	32	36	30	22
R343		41	44	36	40	30	30	42	48	54	30	44
R344		39	46	36	32	30	36	21	48	27	40	22
R345		39	36	45	44	40	36	35	40	45	50	44
R346		40	32	33	40	45	48	28	24	45	50	22
R347		36	40	33	40	40	42	28	32	36	0	33
R348		32	46	39	44	25	24	35	40	27	30	22
R349		39	40	45	36	50	48	35	56	45	30	11
R350		36	42	39	28	45	24	42	32	45	30	22
R351		34	38	42	32	40	30	28	40	45	50	44
R352		38	48	42	52	35	36	42	40	27	20	22
R353		39	38	42	40	35	42	49	48	36	50	44
R354		37	40	39	40	40	36	28	40	45	20	33
R355		40	38	39	32	35	48	42	32	36	30	44
R356		40	40	39	40	40	36	42	48	45	50	44
R357		40	30	45	44	30	36	35	32	36	40	44
R358		37	40	42	32	40	42	28	48	36	20	22
R359		39	42	36	28	45	48	42	24	36	40	44
R360		35	38	30	40	30	24	35	32	27	40	33
R361		37	42	30	48	55	36	35	32	27	40	44
R362		38	42	39	36	40	42	35	24	45	30	33
R363		38	40	33	40	45	54	42	40	36	40	11
R364		36	34	30	44	40	42	28	48	36	50	22
R365		39	40	36	40	50	18	42	56	36	30	44
R366		41	42	33	44	45	48	35	48	36	20	33
R367		38	32	54	44	40	30	42	40	36	40	44
R368		41	32	33	40	30	30	42	40	36	40	33
R369		39	34	42	36	45	36	35	40	54	30	33
R370		38	42	42	40	40	42	49	24	36	40	44
R371		36	38	30	20	35	42	35	48	45	40	33
R372		40	50	48	32	35	42	42	40	45	40	22
R373		42	38	39	32	45	48	35	32	36	40	33
R374		34	44	39	32	35	48	35	40	36	30	33
R375		34	34	45	32	35	36	28	56	36	50	22
R376		43	42	42	40	30	36	35	40	36	40	22
R377		42	34	39	36	45	42	35	32	54	50	11
R378		39	42	45	44	30	48	56	16	36	40	22
R379		41	38	45	40	35	30	35	48	36	30	44
R380		40	40	33	36	35	42	35	24	18	40	33
R381		40	38	33	40	35	36	28	56	36	40	11
R382		37	40	39	36	25	42	35	24	36	30	22
R383		39	40	39	40	40	24	42	24	45	40	44
R384		31	40	45	44	30	36	35	48	36	40	33
R385		43	40	36	40	35	48	49	32	45	30	22
R386		41	36	42	28	45	48	49	40	54	20	33
R387		40	34	39	52	50	42	28	40	36	50	44
R388		37	36	39	40	40	30	42	40	27	40	33
R389		35	36	45	32	50	42	42	40	45	30	44
R390		40	40	51	32	40	36	56	56	45	50	33
R391		40	38	39	32	50	36	35	40	36	40	55
R392		41	32	42	36	45	36	49	24	36	40	33
R393		35	42	42	40	40	42	42	32	36	30	33
R394		38	40	39	36	30	42	35	48	45	30	33
R395		38	46	42	48	55	24	42	32	36	40	33
R396		37	46	39	44	40	42	21	56	36	30	33
R397		40	40	27	40	35	36	35	48	45	40	33
R398		41	38	45	40	45	42	35	24	36	40	33
R399		38	42	36	36	40	48	42	24	54	30	22
R400		36	42	39	40	40	42	35	40	27	30	33
R401		38	38	39	36	35	24	42	32	36	20	33
R402		40	38	21	44	35	30	49	40	45	30	22
R403		36	46	36	48	45	48	42	40	45	10	44
R404		42	40	36	52	30	42	35	40	27	40	22
R405		41	42	27	36	40	30	35	48	54	50	11
R406		47	32	39	44	35	48	49	40	45	20	44
R407		37	40	36	40	45	30	35	32	36	40	33
R408		43	40	36	52	35	36	35	40	36	40	22
R409		35	44	33	48	45	42	28	48	45	20	33
R410		38	38	45	36	35	48	35	40	45	50	33
R411		38	44	30	32	35	42	42	32	36	30	55
R412		36	40	33	44	45	42	49	24	45	30	11
R413		37	34	30	40	40	36	49	32	36	50	44
R414		38	38	42	44	30	48	28	24	54	40	33
R415		43	44	30	48	40	36	35	32	54	40	44
R416		44	32	39	32	45	42	35	40	27	30	44
R417		35	44	42	44	35	36	49	40	27	40	44
R418		43	42	33	40	40	18	42	48	54	50	33
R419		41	36	36	36	20	36	49	40	45	40	33
R420		34	40	36	44	30	48	14	32	36	40	22
R421		39	40	36	44	40	42	35	32	27	30	33
R422		36	38	33	36	30	42	28	32	45	30	33
R423		37	44	36	36	40	36	35	40	45	40	11
R424		40	38	42	44	45	36	35	32	36	20	33
R425		38	42	39	36	25	36	35	40	45	40	22
R426		33	44	51	52	45	36	35	32	54	20	33
R427		38	44	39	48	45	42	21	32	45	50	44
R428		42	40	39	40	35	48	35	32	45	50	33
R429		45	42	36	44	40	42	42	40	27	50	33
R430		38	36	39	28	40	42	42	32	45	40	55
R431		35	44	45	32	40	30	28	48	36	40	22
R432		41	38	30	24	30	42	35	24	36	30	44
R433		42	34	39	48	40	42	35	48	36	30	22
R434		38	40	42	36	50	36	49	32	27	40	33
R435		36	40	48	40	40	36	49	40	45	40	44
R436		35	36	39	44	35	42	21	48	45	40	22
R437		43	34	42	48	45	42	28	16	45	50	44
R438		40	44	33	36	35	48	42	56	36	30	22
R439		39	42	33	40	45	42	35	48	45	40	22
R440		45	40	27	40	50	36	35	32	45	40	22
R441		41	34	48	28	45	30	49	24	27	50	44
R442		35	36	36	40	40	36	56	32	27	50	44
R443		42	38	36	40	30	42	49	40	18	30	22
R444		40	44	42	36	35	48	42	32	36	20	33
R445		43	40	33	36	45	36	35	32	18	50	33
R446		38	46	51	32	25	36	42	40	45	30	33
R447		40	42	45	40	45	42	35	32	45	40	33
R448		39	40	45	44	40	42	42	16	36	50	55
R449		37	40	36	48	30	36	35	40	54	40	33
R450		44	40	45	44	40	36	49	40	54	40	33
R451		36	42	45	36	35	48	28	32	18	40	44
R452		39	50	36	24	40	42	42	40	45	40	33
R453		36	36	42	44	40	36	35	24	36	30	22
R454		39	48	42	40	30	30	42	24	18	30	33
R455		36	40	30	44	45	36	35	24	45	30	22
R456		39	34	42	36	40	36	35	40	45	40	22
R457		38	36	42	40	30	36	42	56	54	30	33
R458		42	40	39	40	35	36	42	48	36	60	44
R459		41	42	48	44	40	48	35	48	36	40	11
R460		37	38	36	40	40	24	42	40	36	40	44
R461		39	40	45	48	45	24	35	24	36	40	44
R462		42	42	42	40	45	36	42	32	45	40	44
R463		41	30	42	44	35	42	49	40	54	60	55
R464		31	38	45	48	40	30	42	24	45	40	55
R465		33	48	48	48	30	30	28	40	9	30	33
R466		33	46	39	36	35	36	42	48	36	50	44
R467		41	34	42	32	35	42	49	48	36	20	44
R468		37	44	36	44	40	42	21	40	45	20	33
R469		38	40	33	44	45	54	42	48	36	40	44
R470		37	36	42	44	50	48	28	40	36	40	44
R471		38	46	45	44	35	30	35	32	27	30	11
R472		37	40	51	44	45	36	35	40	36	20	22
R473		36	38	42	36	45	48	21	32	27	30	44
R474		37	44	42	44	40	36	42	56	45	20	22
R475		35	40	45	40	45	42	49	32	45	30	22
R476		40	38	36	48	35	42	28	56	27	30	44
R477		34	44	45	40	35	48	28	24	45	40	33
R478		39	36	42	36	30	42	42	32	36	50	33
R479		41	42	39	32	50	30	28	32	45	40	33
R480		35	46	36	40	45	48	49	48	45	20	44
R481		38	38	39	32	35	42	35	16	54	20	44
R482		41	34	45	32	45	30	35	56	45	50	33
R483		38	38	45	36	30	36	35	32	45	50	22
R484		39	44	48	44	50	54	35	40	45	40	11
R485		39	44	39	32	45	48	35	32	27	40	33
R486		41	44	27	36	30	48	35	40	36	0	33
R487		42	36	42	28	35	36	42	40	54	50	22
R488		44	36	45	36	25	36	42	40	36	30	33
R489		43	44	27	52	50	42	21	40	36	50	44
R490		39	44	48	32	30	54	35	32	27	40	33
R491		42	46	45	36	35	30	35	16	18	20	33
R492		43	36	48	36	45	42	42	32	27	40	33
R493		39	34	39	48	40	36	42	48	36	30	44
R494		35	34	42	40	30	42	42	32	18	40	22
R495		40	44	39	36	25	36	28	40	54	20	55
R496		39	42	42	40	40	30	56	24	36	20	33
R497		39	38	42	40	30	42	42	24	45	40	22
R498		37	38	45	44	45	24	35	40	36	20	44
R499		41	44	45	36	45	36	35	40	36	40	33
R500		45	32	48	44	45	42	42	48	36	30	22
R501		35	46	39	44	40	30	42	48	45	50	33
R502		38	36	36	40	30	36	42	32	18	30	22
R503		40	44	39	40	30	36	49	40	36	50	44
R504		44	44	51	32	40	36	28	48	45	50	33
R505		39	42	33	40	35	30	28	48	45	20	22
R506		39	36	33	48	35	42	42	40	27	30	44
R507		37	42	45	36	45	48	42	40	36	40	33
R508		39	36	45	44	30	36	42	24	45	40	22
R509		38	40	30	40	35	36	21	32	36	50	33
R510		38	40	24	36	45	36	42	40	45	30	33
R511		39	38	42	36	35	36	28	40	18	40	22
R512		33	42	39	44	50	36	49	24	36	40	22
R513		39	38	42	32	35	36	28	56	45	30	22
R514		38	38	39	48	50	42	56	16	45	20	44
R515		38	34	39	40	40	48	42	24	45	40	33
R516		39	38	45	40	35	30	35	32	36	50	44
R517		38	26	39	44	35	42	35	48	36	50	44
R518		42	38	39	36	45	48	42	56	36	20	33
R519		37	34	36	28	40	36	35	32	36	40	33
R520		33	38	36	40	55	24	49	32	36	30	33
R521		39	40	51	36	45	42	35	48	27	50	22
R522		41	42	36	40	45	42	21	32	36	50	44
R523		32	42	45	48	35	30	42	32	27	30	44
R524		42	40	36	48	45	42	35	32	36	30	44
R525		37	32	39	44	40	36	21	56	54	20	33
R526		35	34	39	36	40	48	42	24	27	40	44
R527		41	44	45	36	45	48	42	40	18	50	22
R528		32	34	36	40	45	42	56	24	54	40	11
R529		42	40	33	40	40	48	35	48	36	40	22
R530		39	42	33	28	55	42	49	24	45	50	33
R531		36	36	27	40	40	36	28	40	18	30	22
R532		39	42	42	36	35	24	7	48	36	40	11
R533		38	44	51	32	40	48	35	40	27	30	44
R534		42	38	33	40	45	36	7	48	36	30	33
R535		40	38	39	44	50	48	42	32	36	40	33
R536		39	38	42	40	40	36	35	48	45	50	22
R537		36	44	39	32	45	36	28	32	36	40	33
R538		37	42	42	40	45	48	49	40	36	30	22
R539		40	48	45	32	35	36	28	40	36	40	11
R540		43	40	33	40	45	42	42	48	45	30	22
R541		40	36	36	40	40	42	49	40	36	40	33
R542		38	42	36	36	45	42	21	32	36	50	44
R543		36	36	39	44	35	30	49	40	54	50	22
R544		39	36	39	44	35	24	42	48	45	40	44
R545		38	36	48	48	40	36	35	40	36	40	33
R546		41	46	45	40	40	30	49	48	54	30	33
R547		33	26	36	40	40	42	42	24	27	10	33
R548		41	34	39	40	35	36	42	24	36	50	44
R549		36	34	42	40	40	24	28	40	27	30	22
R550		34	46	45	40	40	42	42	40	45	50	44
R551		37	40	18	32	25	30	42	48	27	50	33
R552		37	38	39	48	30	30	42	32	36	40	33
R553		37	36	48	24	35	36	28	48	45	40	44
R554		39	42	30	36	30	36	56	24	36	20	33
R555		35	46	42	44	35	42	42	32	36	40	33
