1500 steps, 10000 repititions, hazard 0.030000, tr 24
clutch size	1	2	3	4	5	6	7	8	9	10	11
R313		40	28	45	43	40	33	31	39	35	40	42
R314		35	41	35	48	33	45	47	28	52	31	39
R315		38	33	46	37	44	40	37	44	37	36	42
R316		37	32	47	43	48	44	42	25	26	47	48
R317		36	35	38	44	33	46	36	35	39	47	44
R318		36	38	40	42	35	40	52	35	38	31	36
R319		39	35	39	37	35	41	49	37	41	35	45
R320		36	39	45	41	43	46	42	39	46	43	27
R321		37	36	37	38	45	36	39	36	45	44	38
R322		40	34	39	41	41	48	37	35	37	38	34
R323		43	38	35	45	41	32	39	42	39	26	34
R324		35	37	36	40	38	41	42	33	49	39	38
R325		33	38	34	36	38	40	24	29	38	45	43
R326		37	33	39	45	43	45	41	54	32	32	33
R327		38	38	41	47	47	48	42	32	43	33	44
R328		37	35	40	45	50	35	45	26	36	37	42
R329		39	45	42	39	52	44	41	39	41	49	38
R330		36	42	43	30	46	34	36	30	49	39	44
R331		38	44	31	38	33	36	32	39	38	51	33
R332		36	48	39	34	25	37	47	44	37	35	30
R333		37	38	40	39	41	43	41	33	39	43	40
R334		36	38	37	38	41	36	45	50	38	42	44
R335		39	35	37	47	39	26	40	38	44	37	41
R336		38	41	40	40	41	37	31	42	49	42	32
R337		38	39	31	38	38	40	43	42	47	39	43
R338		39	45	29	43	47	46	40	41	39	44	39
R339		46	40	36	35	45	36	34	44	53	46	45
R340		35	30	46	36	48	44	46	42	45	46	32
R341		36	36	40	41	41	47	37	37	48	32	42
R342		37	39	40	40	37	37	42	40	49	43	37
R343		38	33	35	42	27	36	29	36	37	39	45
R344		41	45	49	45	41	42	45	41	49	38	43
R345		36	31	34	48	29	27	33	49	24	41	36
R346		40	34	35	39	36	42	44	46	41	40	40
R347		43	43	33	45	33	46	45	32	20	42	36
R348		39	38	39	40	39	37	35	42	35	39	34
R349		34	29	42	43	31	36	33	40	33	30	29
R350		30	43	42	38	44	41	42	37	28	32	51
R351		37	41	44	37	37	42	40	47	32	38	44
R352		37	41	40	36	43	47	43	41	41	41	37
R353		39	41	39	44	38	32	40	36	45	37	43
R354		39	30	46	43	43	48	36	31	36	43	35
R355		36	36	39	31	36	45	39	38	40	43	45
R356		34	36	31	38	46	33	32	33	37	36	43
R357		36	38	33	36	44	40	35	46	52	43	40
R358		40	46	35	42	38	48	31	41	47	35	36
R359		34	43	43	41	42	44	42	45	43	45	44
R360		41	34	34	39	43	42	41	46	39	42	44
R361		39	45	43	43	40	39	41	37	45	37	43
R362		40	36	31	37	45	45	41	44	32	50	47
R363		39	41	42	41	42	34	28	45	28	38	38
R364		35	45	40	31	32	30	45	34	36	42	36
R365		38	43	32	40	36	41	40	39	44	39	51
R366		38	45	43	41	47	32	35	41	35	37	30
R367		35	37	36	46	41	43	31	40	35	34	31
R368		42	39	40	39	39	39	45	33	42	30	41
R369		36	41	41	41	39	52	33	41	34	44	42
R370		42	47	39	38	37	50	38	43	38	40	43
R371		40	40	42	42	34	37	41	45	47	48	34
R372		43	38	43	43	36	40	42	38	43	32	46
R373		38	44	37	38	40	31	44	45	38	44	41
R374		36	40	33	38	43	47	35	42	43	43	42
R375		37	29	46	42	37	39	40	38	35	45	37
R376		39	41	42	39	32	31	35	50	41	36	42
R377		36	40	45	35	37	41	34	33	42	45	39
R378		38	39	37	40	39	43	35	47	40	42	37
R379		39	39	42	40	41	35	33	40	38	32	39
R380		42	39	37	41	35	41	33	20	47	45	44
R381		41	37	37	34	47	33	44	31	50	42	35
R382		41	37	42	42	42	40	38	48	31	31	41
R383		34	44	30	38	43	45	29	39	35	44	49
R384		40	40	48	49	35	42	41	48	40	52	40
R385		33	43	43	36	38	39	39	31	46	45	43
R386		35	38	44	40	34	39	51	44	36	31	40
R387		40	40	37	38	36	42	43	38	37	40	51
R388		34	41	43	37	45	31	36	41	41	37	33
R389		38	41	43	44	41	43	44	32	41	39	55
R390		38	33	46	37	41	44	45	44	40	44	48
R391		39	31	42	33	44	42	36	43	37	34	36
R392		34	36	42	30	32	32	42	39	41	41	42
R393		38	40	36	40	34	38	36	40	41	36	34
R394		37	39	36	36	45	30	32	33	40	36	35
R395		39	47	32	46	39	45	44	42	45	47	39
R396		40	39	38	36	36	40	34	45	34	43	26
R397		39	44	42	28	41	47	43	34	45	47	41
R398		34	37	36	37	37	43	41	36	42	45	41
R399		39	36	28	32	49	28	36	30	41	37	32
R400		40	39	44	45	38	38	48	33	38	43	38
R401		38	41	30	39	26	37	38	42	52	43	46
R402		31	43	43	38	38	35	42	42	46	42	41
R403		36	35	35	38	41	39	37	27	37	33	44
R404		34	38	38	39	38	37	35	32	34	33	31
R405		41	28	42	41	41	34	42	44	40	36	47
R406		37	44	42	47	37	39	33	39	42	45	48
R407		40	38	44	42	35	39	47	45	35	38	42
